"","Suburb","Type","SellerG","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Latitude","Longtitude","Price"
"591","Murrumbeena","t","Woodards",3163,3,2,1,137,137,1994,-37.887,145.07303,956000
"592","Murrumbeena","h","hockingstuart",3163,3,1,2,627,132,1930,-37.89561,145.07502,1561000
"593","Murrumbeena","h","hockingstuart",3163,3,1,2,595,130,1957,-37.9027,145.0684,1060000
"594","Murrumbeena","h","hockingstuart",3163,2,2,1,293,125,2004,-37.9033,145.0727,861500
"595","Murrumbeena","t","Buxton",3163,2,1,1,186,110,1980,-37.8947,145.0722,745500
"596","Murrumbeena","u","Woodards",3163,3,2,1,277,109,1975,-37.8936,145.0709,975000
"597","Murrumbeena","h","hockingstuart",3163,3,1,2,557,108,1950,-37.9059,145.0733,1255000
"598","Murrumbeena","h","Woodards",3163,2,1,1,274,107,1925,-37.8968,145.075,820000
"599","Murrumbeena","u","hockingstuart",3163,2,1,2,402,106,1970,-37.89801,145.07104,910000
"600","Murrumbeena","u","Matthew",3163,3,1,1,181,104,1975,-37.8966,145.0737,835000
"601","Murrumbeena","u","Buxton",3163,2,1,2,275,94,1975,-37.8936,145.0725,680000
"602","Murrumbeena","u","Gary",3163,2,1,2,1113,93,2010,-37.8892,145.0664,582000
"603","Murrumbeena","u","Anderson",3163,4,1,1,102,92,1960,-37.8894,145.0679,603000
"604","Murrumbeena","u","Buxton",3163,2,1,1,161,89,1980,-37.8955,145.073,740000
"605","Murrumbeena","u","Fletchers",3163,2,1,1,77,77,1970,-37.8999,145.0643,535000
"606","Murrumbeena","t","Thomson",3163,1,1,1,0,76,2000,-37.89018,145.06865,470000
"607","Murrumbeena","u","Fletchers",3163,2,2,1,0,75,2013,-37.8882,145.0666,586000
"608","Murrumbeena","u","Fletchers",3163,2,2,2,5289,72,2013,-37.8882,145.0666,605000
"609","Murrumbeena","u","Beller",3163,2,2,1,5289,70,2013,-37.8882,145.0666,5e+05
"610","Murrumbeena","u","Weston",3163,2,1,1,80,67,1970,-37.89563,145.06992,540000
"611","Murrumbeena","u","Thomson",3163,1,1,1,0,45,1970,-37.89022,145.07333,295000
"612","Murrumbeena","u","Gary",3163,1,1,1,0,37,1966,-37.8944,145.0733,256500
"613","Mount Waverley","h","LLC",3149,5,5,2,757,503,1975,-37.8875,145.14467,2420000
"614","Mount Waverley","h","Fletchers",3149,5,5,2,695,487,2016,-37.8814,145.12711,2820000
"615","Mount Waverley","h","McGrath",3149,5,5,2,667,431,2015,-37.88007,145.12328,2558000
"616","Mount Waverley","h","Jellis",3149,5,5,2,729,398,2016,-37.86582,145.14824,2248000
"617","Mount Waverley","h","Jellis",3149,6,2,2,554,368,1999,-37.87591,145.13958,1840000
"618","Mount Waverley","h","Fletchers",3149,4,2,1,762,307,1960,-37.88457,145.13436,1775000
"619","Mount Waverley","h","McGrath",3149,4,2,2,673,259,2015,-37.89003,145.13272,1500000
"620","Mount Waverley","h","Jellis",3149,5,2,2,805,255,1994,-37.88192,145.13394,1760000
"621","Mount Waverley","h","Jellis",3149,4,3,2,720,249,1960,-37.87833,145.13731,1728000
"622","Mount Waverley","h","Harcourts",3149,4,2,1,688,238,1965,-37.87164,145.12466,1530000
"623","Mount Waverley","h","Jellis",3149,4,2,2,702,211,2008,-37.88143,145.12731,1870000
"624","Mount Waverley","h","Barry",3149,4,4,2,327,209,2011,-37.86032,145.11546,940000
"625","Mount Waverley","h","@Realty",3149,4,3,4,878,208,1980,-37.86003,145.13038,1650000
"626","Mount Waverley","h","Fletchers",3149,3,1,2,1028,181,1965,-37.89757,145.11825,2e+06
"627","Mount Waverley","h","Jellis",3149,4,2,2,692,179,1970,-37.86445,145.12538,1408000
"628","Mount Waverley","h","Jellis",3149,5,3,2,716,171,1967,-37.8861,145.1379,1300000
"629","Mount Waverley","h","Barry",3149,4,2,2,730,171,1950,-37.8655,145.12065,1450000
"630","Mount Waverley","h","Ray",3149,3,1,2,807,167,1970,-37.86618,145.14757,1385000
"631","Mount Waverley","h","Barry",3149,4,2,2,800,164,1970,-37.8882,145.1146,980000
"632","Mount Waverley","h","Jellis",3149,4,2,2,695,160,1970,-37.86127,145.14271,1480000
"633","Mount Waverley","h","Barry",3149,4,2,2,800,160,1970,-37.88859,145.13335,1340000
"634","Mount Waverley","h","LLC",3149,1,1,1,919,158,2017,-37.8809,145.1436,1820000
"635","Mount Waverley","h","Jellis",3149,3,1,1,717,153,1960,-37.87754,145.12076,1850000
"636","Mount Waverley","h","McGrath/First",3149,3,1,2,660,150,1968,-37.88811,145.11153,1e+06
"637","Mount Waverley","h","McGrath",3149,4,3,2,708,150,1960,-37.89187,145.11049,1352000
"638","Mount Waverley","h","Buxton",3149,3,1,2,743,148.47,1960,-37.8958,145.11969,1260000
"639","Mount Waverley","h","Harcourts",3149,4,1,3,731,145,1970,-37.86118,145.11506,1335000
"640","Mount Waverley","h","McGrath",3149,3,2,2,402,143,1960,-37.87389,145.12783,1205000
"641","Mount Waverley","h","Noel",3149,3,1,1,843,140,1950,-37.88494,145.12807,1375000
"642","Mount Waverley","h","Barry",3149,3,1,2,724,139,1960,-37.86824,145.128,1400000
"643","Mount Waverley","h","Stockdale",3149,3,1,1,718,138,1955,-37.88061,145.12449,1586000
"644","Mount Waverley","t","McGrath",3149,3,2,2,236,138,2006,-37.88678,145.12748,1035000
"645","Mount Waverley","t","McGrath",3149,3,2,2,297,135,2001,-37.8605,145.12853,1011000
"646","Mount Waverley","h","Ray",3149,3,2,2,660,133,1960,-37.86198,145.139,1406000
"647","Mount Waverley","h","Buxton",3149,3,1,2,676,132,1965,-37.87148,145.12866,1470000
"648","Mount Waverley","h","Jellis",3149,3,2,1,470,118,1960,-37.88751,145.13545,1028800
"649","Mount Waverley","h","McGrath",3149,3,1,4,807,117,1196,-37.86788,145.12121,1200000
"650","Mount Waverley","u","Win",3149,2,1,1,161,82,1970,-37.8837,145.11526,611000
"651","Mount Waverley","t","Fletchers",3149,3,2,2,344,3,2000,-37.85991,145.14523,9e+05
"652","Oakleigh","h","Ray",3166,5,3,4,667,337,2017,-37.90037,145.10281,1828000
"653","Oakleigh","h","HAR",3166,5,2,2,546,313,1935,-37.90465,145.08894,1750000
"654","Oakleigh","h","Ray",3166,5,3,2,695,305,2015,-37.8973,145.0979,1600000
"655","Oakleigh","h","Barry",3166,4,3,2,578,232,1927,-37.8915,145.0888,1160000
"656","Oakleigh","h","Woodards",3166,4,2,2,598,222,1900,-37.898,145.0928,1840000
"657","Oakleigh","h","Ray",3166,4,3,4,691,213,1950,-37.8999,145.0993,1600000
"658","Oakleigh","h","Buxton",3166,4,2,2,550,209,1920,-37.90191,145.09857,1455000
"659","Oakleigh","h","Woodards",3166,4,2,2,537,199,1920,-37.91,145.096,1615000
"660","Oakleigh","h","Buxton",3166,4,2,2,592,193,1950,-37.90821,145.09314,1610000
"661","Oakleigh","h","Buxton",3166,4,2,2,541,190,1920,-37.90114,145.10357,1546000
"662","Oakleigh","h","Buxton",3166,4,1,2,604,183,1965,-37.9087,145.0886,1180000
"663","Oakleigh","h","Barry",3166,4,2,1,581,179,1950,-37.90706,145.09524,1495000
"664","Oakleigh","h","Woodards",3166,4,2,2,1060,175,1940,-37.9073,145.0962,1150000
"665","Oakleigh","h","Ray",3166,5,3,2,707,175,1955,-37.9098,145.097,1351000
"666","Oakleigh","h","Buxton",3166,4,2,2,508,170,1950,-37.90817,145.09214,1580000
"667","Oakleigh","h","Ray",3166,3,1,2,543,152,1950,-37.90452,145.10391,1320000
"668","Oakleigh","h","Buxton",3166,3,2,2,544,146,1970,-37.9055,145.1024,1050000
"669","Oakleigh","h","Buxton",3166,2,1,2,691,140,1950,-37.9109,145.0995,865000
"670","Oakleigh","h","Ray",3166,3,1,2,543,139,1940,-37.9023,145.105,1025000
"671","Oakleigh","h","Woodards",3166,2,2,2,607,138,1950,-37.8964,145.0977,750000
"672","Oakleigh","h","Ray",3166,3,2,2,562,132,1940,-37.90537,145.09365,1315000
"673","Oakleigh","h","Woodards",3166,3,1,1,692,120,1940,-37.90584,145.09495,760000
"674","Oakleigh","h","Barry",3166,3,1,1,670,118,1925,-37.9033,145.1006,880000
"675","Oakleigh","h","Buxton",3166,3,1,2,548,115,1975,-37.8951,145.101,1033000
"676","Oakleigh","h","Buxton",3166,3,1,2,528,112,1930,-37.9066,145.088,1225000
"677","Oakleigh","h","Ray",3166,3,1,2,602,107,1950,-37.8923,145.1013,1045000
"678","Oakleigh","u","Ray",3166,3,1,2,160,104,1970,-37.8946,145.0944,655000
"679","Oakleigh","u","Buxton",3166,3,1,2,340,103,1930,-37.8968,145.0983,690000
"680","Oakleigh","u","Woodards",3166,3,2,2,279,95,1930,-37.9001,145.1009,633500
"681","Oakleigh","u","Woodards",3166,2,1,1,0,87,2004,-37.8991,145.0939,4e+05
"682","Oakleigh","h","Ray",3166,2,1,1,0,80,1960,-37.8994,145.0955,305000
"683","Oakleigh","h","Ray",3166,2,1,0,419,76,1920,-37.89721,145.09792,875000
"684","Oakleigh East","t","Buxton",3166,4,2,2,344,146,1997,-37.90822,145.12036,912000
"685","Oakleigh East","h","Buxton",3166,3,2,2,295,144,2006,-37.90088,145.11692,875000
"686","Oakleigh East","t","Biggin",3166,3,2,1,200,130,2013,-37.91017,145.11488,820000
"687","Oakleigh East","h","Ray",3166,2,1,3,622,122,1970,-37.90168,145.11081,1150000
"688","Oakleigh East","h","Buxton",3166,3,1,2,700,115,1960,-37.9125,145.11844,1210000
"689","Oakleigh East","h","Jellis",3166,3,2,2,534,113,1950,-37.9011,145.112,997000
"690","Oakleigh East","h","Ray",3166,2,1,1,703,90,1960,-37.90241,145.12378,1114000
"691","Oakleigh East","u","Buxton",3166,3,1,1,211,90,2004,-37.89941,145.11523,740000
"692","Notting Hill","h","One",3168,3,1,3,730,737,1970,-37.90521,145.14866,1100000
"693","Notting Hill","h","One",3168,4,3,3,727,167,1970,-37.90779,145.15042,1211000
"694","Notting Hill","u","Barry",3168,3,1,1,390,118,1970,-37.90354,145.14394,840000
"695","Prahran","h","Marshall",3181,4,2,2,787,275,1930,-37.85768,145.00254,4200000
"696","Prahran","h","RT",3181,4,2,2,291,263.5,1890,-37.84961,145.00248,2300000
"697","Prahran","h","Jellis",3181,2,1,0,214,215,1900,-37.8577,145.0053,1180000
"698","Prahran","h","Jellis",3181,3,2,0,279,207,1885,-37.85122,145.00514,2610000
"699","Prahran","h","hockingstuart",3181,3,1,0,435,200,1966,-37.85793,145.00734,1650000
"700","Prahran","h","Marshall",3181,3,2,2,183,200,1999,-37.8562,145.0042,1720000
"701","Prahran","h","Kay",3181,3,2,1,261,194,1880,-37.8513,145.0089,3250000
"702","Prahran","h","Marshall",3181,3,2,2,330,175,1900,-37.85047,145.00206,2500000
"703","Prahran","h","Jellis",3181,3,2,1,272,163,1900,-37.8553,145.007,1720000
"704","Prahran","h","Beller",3181,2,1,0,288,160,1900,-37.8512,145.0053,1303000
"705","Prahran","h","Jellis",3181,4,2,2,401,154,1910,-37.85565,145.00839,2635000
"706","Prahran","h","Marshall",3181,2,2,2,238,153,1890,-37.8476,144.9892,2180000
"707","Prahran","t","Jellis",3181,3,2,2,15,147,1998,-37.84969,145.00057,1463000
"708","Prahran","h","hockingstuart",3181,3,1,1,281,145,1915,-37.85391,145.00733,1646000
"709","Prahran","h","Jellis",3181,3,2,0,146,139,1900,-37.8519,145.0055,1612000
"710","Prahran","h","Jellis",3181,3,2,0,145,138,1880,-37.84957,144.9889,1400000
"711","Prahran","u","hockingstuart",3181,3,2,2,0,136,1920,-37.847,144.9936,1400000
"712","Prahran","h","Biggin",3181,2,1,1,0,135,2005,-37.8526,145.0033,1106000
"713","Prahran","h","Biggin",3181,2,2,0,164,135,1915,-37.85277,145.00129,1350000
"714","Prahran","t","Marshall",3181,2,2,1,128,134,2000,-37.8526,145.0071,1245000
"715","Prahran","h","Marshall",3181,3,2,1,8216,130,1995,-37.85,144.9876,1050000
"716","Prahran","h","Biggin",3181,3,2,1,273,125,1890,-37.8544,145.0038,1811000
"717","Prahran","h","Marshall",3181,3,1,1,231,124,1910,-37.8467,144.9894,1255000
"718","Prahran","h","Marshall",3181,2,1,0,214,122,1915,-37.8572,145.0066,1582000
"719","Prahran","h","hockingstuart",3181,2,1,1,88,121,2000,-37.8503,144.9913,950000
"720","Prahran","h","Jellis",3181,3,1,1,309,121,1900,-37.85213,145.00683,1960000
"721","Prahran","h","Jellis",3181,3,3,1,239,117,1890,-37.85014,145.00672,1500000
"722","Prahran","u","Edward",3181,2,1,1,0,114,1900,-37.8516,144.9943,710000
"723","Prahran","h","Beller",3181,2,1,2,222,108,1930,-37.8501,144.9995,1500000
"724","Prahran","h","Marshall",3181,2,1,2,308,107,1930,-37.8492,145.0019,1590000
"725","Prahran","t","Jellis",3181,2,2,1,113,104,1945,-37.8481,144.9869,1540000
"726","Prahran","u","hockingstuart",3181,2,1,1,0,102,1920,-37.85931,145.00616,1020000
"727","Prahran","u","hockingstuart",3181,2,2,1,0,101,1850,-37.847,144.9936,841000
"728","Prahran","h","Biggin",3181,2,1,0,192,100,1910,-37.85562,145.00571,1250000
"729","Prahran","u","Biggin",3181,2,1,1,0,100,1940,-37.85931,145.00616,740000
"730","Prahran","h","hockingstuart",3181,3,2,1,112,100,1900,-37.8517,145.0056,1220000
"731","Prahran","h","hockingstuart",3181,2,1,1,111,99,2001,-37.8525,145.0071,1100000
"732","Prahran","t","Marshall",3181,3,2,3,1958,98,1995,-37.8526,145.0106,1450000
"733","Prahran","u","Geoff",3181,2,2,1,0,95,1995,-37.8598,145.0097,681000
"734","Prahran","u","hockingstuart",3181,2,2,1,0,92,1996,-37.8496,144.9905,685000
"735","Prahran","u","Biggin",3181,2,1,1,0,87,1960,-37.8581,145.0017,585000
"736","Prahran","u","hockingstuart",3181,2,1,1,8220,87,1965,-37.8508,144.9874,685000
"737","Prahran","h","Biggin",3181,2,1,0,203,85,1900,-37.8557,145.0053,1055000
"738","Prahran","u","Marshall",3181,2,1,1,0,85,1900,-37.85163,144.9943,698000
"739","Prahran","u","Gary",3181,2,1,1,2842,84,1920,-37.8513,144.9943,645000
"740","Prahran","h","Jellis",3181,2,1,1,131,79,1900,-37.8479,144.9988,1305000
"741","Prahran","u","hockingstuart",3181,2,1,2,0,78,2000,-37.85059,144.99188,626000
"742","Prahran","u","hockingstuart",3181,2,1,1,0,78,1960,-37.85924,145.00563,5e+05
"743","Prahran","u","hockingstuart",3181,2,1,1,0,78,2004,-37.8588,145.0024,570000
"744","Prahran","u","Jellis",3181,2,1,1,0,76,1888,-37.851,144.988,530000
"745","Prahran","u","Jellis",3181,2,2,1,0,76,1970,-37.85184,145.01049,660000
"746","Prahran","u","Wilson",3181,2,1,1,0,73,1930,-37.8511,145.0029,781000
"747","Prahran","h","Marshall",3181,2,1,0,141,72,1900,-37.852,145.0061,1182500
"748","Prahran","u","Dingle",3181,2,1,1,0,71,2000,-37.8506,144.9919,560000
"749","Prahran","h","Beller",3181,2,1,0,96,71,1880,-37.8501,144.9953,815000
"750","Prahran","h","Gary",3181,2,1,1,183,71,1930,-37.8543,145.0024,910000
"751","Prahran","u","Thomson",3181,2,1,1,72,69,1976,-37.8542,145.0024,550000
"752","Prahran","h","hockingstuart",3181,2,1,0,115,68,1890,-37.8518,145.0032,1e+06
"753","Prahran","u","Biggin",3181,1,1,1,0,64,1945,-37.857,145.0027,500500
"754","Prahran","u","hockingstuart",3181,2,1,1,0,59,1970,-37.8538,145.0088,630000
"755","Prahran","h","hockingstuart",3181,1,1,0,108,54,1905,-37.8508,145.0051,860000
"756","Prahran","u","hockingstuart",3181,1,1,1,0,51,2012,-37.8519,144.9948,549800
"757","Prahran","u","hockingstuart",3181,1,1,1,0,51,1970,-37.8595,145.0076,330000
"758","Prahran","u","Sotheby's",3181,2,1,1,443,50,1970,-37.8493,145.0006,482500
"759","Prahran","u","hockingstuart",3181,1,1,2,0,50,1960,-37.85126,145.00832,4e+05
"760","Prahran","h","Biggin",3181,2,1,0,117,48,1900,-37.84998,144.99499,780000
"761","Prahran","u","hockingstuart",3181,1,1,1,1768,45,1888,-37.851,144.988,492000
"762","Prahran","u","Castran",3181,1,1,1,0,44,2015,-37.85012,144.99225,440000
"763","Prahran","u","hockingstuart",3181,1,1,1,0,34,1960,-37.8486,144.9872,342000
"764","South Yarra","h","Castran",3141,4,2,0,292,272,1880,-37.8377,144.9894,5700000
"765","South Yarra","h","RT",3141,4,2,2,564,254,1920,-37.84405,145.0016,2920000
"766","South Yarra","h","Jellis",3141,3,2,0,358,238,1915,-37.8425,145.0031,2200000
"767","South Yarra","h","Kay",3141,3,2,2,223,235,1999,-37.84188,144.99979,2180000
"768","South Yarra","h","Greg",3141,4,2,1,176,216,1880,-37.83986,144.98598,1855500
"769","South Yarra","h","Kay",3141,4,2,2,237,212,1900,-37.84163,144.99792,2910000
"770","South Yarra","t","Kay",3141,3,2,1,163,207,2016,-37.8425,144.9877,2010000
"771","South Yarra","h","Marshall",3141,3,2,1,215,200,1910,-37.8361,144.9831,2695000
"772","South Yarra","h","Marshall",3141,3,3,2,191,175,1890,-37.836,144.9824,3e+06
"773","South Yarra","h","Jellis",3141,3,2,0,217,175,1930,-37.84305,144.98701,2160000
"774","South Yarra","h","Marshall",3141,3,2,2,0,172,2005,-37.8433,145.0001,1400000
"775","South Yarra","h","Morrison",3141,3,1,1,178,172,1894,-37.8404,145.0022,1700000
"776","South Yarra","h","Jellis",3141,3,2,2,153,162,1996,-37.83998,144.98877,1750000
"777","South Yarra","h","Jellis",3141,3,2,1,277,161,1895,-37.8457,144.98871,1720000
"778","South Yarra","h","Jellis",3141,3,2,0,343,153,1900,-37.84277,144.98774,2400000
"779","South Yarra","t","hockingstuart",3141,2,2,1,181,148,1990,-37.8334,144.9867,1460000
"780","South Yarra","h","Jellis",3141,3,2,1,194,148,1890,-37.8395,144.9898,1945000
"781","South Yarra","h","Biggin",3141,2,2,1,181,148,1990,-37.8334,144.9867,1700000
"782","South Yarra","h","Jellis",3141,2,2,0,208,145,1880,-37.8433,145.0024,1710000
"783","South Yarra","t","Jellis",3141,3,2,2,141,140,1995,-37.8467,144.9983,1560000
"784","South Yarra","h","Marshall",3141,3,2,1,149,140,2003,-37.8448,144.9882,1540000
"785","South Yarra","h","Thomson",3141,4,1,1,436,139,1905,-37.84197,144.99698,3030000
"786","South Yarra","u","Kay",3141,3,2,2,0,138,1998,-37.8453,144.9849,1230000
"787","South Yarra","h","Kay",3141,3,2,2,221,135,1890,-37.8416,144.9959,2285000
"788","South Yarra","h","Castran",3141,2,2,1,187,133,1890,-37.83554,144.97956,2210000
"789","South Yarra","u","Marshall",3141,2,2,2,0,133,1995,-37.84018,145.00265,1340000
"790","South Yarra","h","Kay",3141,3,1,1,136,132,1993,-37.84497,144.99781,1400000
"791","South Yarra","h","hockingstuart",3141,2,1,2,127,128,2000,-37.84406,144.98686,1350000
"792","South Yarra","h","Williams",3141,4,2,2,141,127,1880,-37.8366,144.9827,2600000
"793","South Yarra","t","Kay",3141,3,2,1,80,118,2003,-37.8416,144.9923,1250000
"794","South Yarra","u","Kay",3141,2,2,1,0,109,1930,-37.82863,144.98514,1350000
"795","South Yarra","u","Williams",3141,2,2,2,0,107,1986,-37.8376,144.9847,1300000
"796","South Yarra","u","Williams",3141,2,2,1,0,107,1980,-37.8376,144.9847,1300000
"797","South Yarra","u","Jellis",3141,2,1,1,0,106,1970,-37.8383,144.9995,792500
"798","South Yarra","h","RT",3141,3,1,1,205,104,1910,-37.8425,144.9921,1640000
"799","South Yarra","u","hockingstuart",3141,2,1,1,0,103,2000,-37.8394,144.9886,775000
"800","South Yarra","h","Jellis",3141,2,1,0,225,94,1890,-37.8421,144.9876,1455000
"801","South Yarra","u","Beller",3141,2,2,1,0,92,2002,-37.8361,144.9966,840000
"802","South Yarra","h","Thomson",3141,2,1,0,146,89,1910,-37.8454,144.9888,1125000
"803","South Yarra","h","Jellis",3141,3,1,0,154,88,1920,-37.8395,144.9868,906000
"804","South Yarra","u","Jellis",3141,2,1,1,0,86,2003,-37.8393,144.9886,722000
"805","South Yarra","u","Kay",3141,2,2,2,0,86,2014,-37.8411,144.9944,850000
"806","South Yarra","h","LITTLE",3141,2,1,1,163,86,1900,-37.8446,144.9879,1200000
"807","South Yarra","u","hockingstuart",3141,2,1,1,0,85,1970,-37.8407,145.004,627500
"808","South Yarra","h","Jellis",3141,2,1,0,176,84,1940,-37.8436,144.9925,1200000
"809","South Yarra","h","hockingstuart",3141,2,1,0,161,82,1900,-37.8454,144.9891,1214000
"810","South Yarra","h","Fletchers",3141,2,1,0,176,81,1930,-37.8436,144.9925,1100000
"811","South Yarra","u","Kay",3141,2,1,0,0,79,1930,-37.8361,144.9842,695000
"812","South Yarra","u","hockingstuart",3141,2,1,1,17200,79,2003,-37.83613,144.99661,762500
"813","South Yarra","u","Jellis",3141,2,1,1,0,79,1970,-37.8342,144.9842,826000
"814","South Yarra","u","Jellis",3141,2,1,1,0,77,1940,-37.8314,144.9877,659000
"815","South Yarra","h","hockingstuart",3141,2,1,1,132,77,1900,-37.8446,144.9896,1130000
"816","South Yarra","u","hockingstuart",3141,2,1,1,0,75,1970,-37.8426,144.993,623500
"817","South Yarra","u","Williams",3141,2,1,1,0,75,1960,-37.8343,144.9899,780000
"818","South Yarra","u","hockingstuart",3141,2,1,1,0,73,1960,-37.8368,144.9857,572000
"819","South Yarra","u","Abercromby's",3141,2,2,1,0,73,2014,-37.84712,144.99967,8e+05
"820","South Yarra","u","Biggin",3141,2,1,0,5467,73,1970,-37.8406,145.0035,485000
"821","South Yarra","u","hockingstuart",3141,2,1,1,0,73,2005,-37.83613,144.99661,666000
"822","South Yarra","u","Abercromby's",3141,2,1,1,0,73,1980,-37.835,145.0002,5e+05
"823","South Yarra","u","Jellis",3141,2,1,2,0,72,1970,-37.8336,144.9882,6e+05
"824","South Yarra","u","LITTLE",3141,2,1,1,0,72,1969,-37.8453,145.0012,505000
"825","South Yarra","u","Williams",3141,2,1,1,0,70,1970,-37.837,144.9907,680500
"826","South Yarra","u","Harrington",3141,2,1,1,734,65,2013,-37.8433,144.9962,515000
"827","South Yarra","u","hockingstuart",3141,2,1,1,0,64,1970,-37.8374,144.9918,535000
"828","South Yarra","u","Biggin",3141,2,1,1,2122,64,1960,-37.8383,145.0014,693000
"829","South Yarra","u","Ray",3141,2,1,1,0,64,1965,-37.84679,145.00206,570000
"830","South Yarra","u","Gary",3141,0,1,1,0,63,1970,-37.84468,145.00368,535000
"831","South Yarra","u","Gary",3141,2,2,0,0,63,2014,-37.83863,144.99379,460000
"832","South Yarra","u","Noel",3141,2,1,1,876,62,1972,-37.83766,144.98799,6e+05
"833","South Yarra","u","hockingstuart",3141,2,1,1,0,62,1890,-37.8323,144.9876,520000
"834","South Yarra","u","Ray",3141,2,1,1,0,61,1965,-37.8337,144.9886,480000
"835","South Yarra","u","Biggin",3141,1,1,1,0,56,2007,-37.837,144.9931,425000
"836","South Yarra","u","hockingstuart",3141,1,1,1,0,56,1970,-37.8368,144.9848,567500
"837","South Yarra","u","hockingstuart",3141,1,1,1,480,53,1930,-37.8356,144.9767,540000
"838","South Yarra","u","Jellis",3141,1,1,1,0,50,1960,-37.8446,145.00018,410000
"839","South Yarra","u","hockingstuart",3141,1,1,0,0,48,1960,-37.8427,145.0006,410000
"840","South Yarra","u","Jellis",3141,1,1,1,0,47,1970,-37.8437,144.9904,330000
"841","South Yarra","u","Jellis",3141,1,1,0,0,47,1970,-37.8437,144.9904,320000
"842","South Yarra","u","hockingstuart",3141,1,1,0,775,46,1960,-37.8354,144.984,390500
"843","South Yarra","u","Castran",3141,1,1,1,0,45,1970,-37.8414,144.991,409000
"844","South Yarra","u","hockingstuart",3141,1,1,1,0,45,1960,-37.8355,144.9884,4e+05
"845","South Yarra","u","hockingstuart",3141,1,1,1,0,44,1960,-37.8404,145.0045,360500
"846","South Yarra","u","hockingstuart",3141,1,1,1,0,44,1970,-37.8375,145.0012,515000
"847","South Yarra","u","hockingstuart",3141,1,1,1,0,43,1960,-37.83547,144.98844,420000
"848","South Yarra","u","Jellis",3141,1,1,1,0,43,1950,-37.83678,145.00137,4e+05
"849","South Yarra","u","hockingstuart",3141,1,1,0,0,42,1950,-37.8406,145.0035,367000
"850","South Yarra","u","hockingstuart",3141,1,1,1,0,41,1980,-37.8415,144.991,380000
"851","South Yarra","u","Buxton",3141,1,1,1,0,40,1950,-37.8444,145.0037,310000
"852","South Yarra","u","Williams",3141,2,2,2,0,38,2015,-37.8379,144.9913,990000
"853","South Yarra","u","hockingstuart",3141,1,1,1,0,37,1970,-37.8319,144.9876,310000
"854","South Yarra","u","Marshall",3141,1,1,0,0,35,1910,-37.8423,144.997,280000
"855","South Yarra","h","hockingstuart",3141,3,1,1,211,18,1906,-37.8442,144.9928,1810000
"856","Southbank","u","Kay",3006,4,3,1,0,176,2000,-37.8267,144.9687,1250000
"857","Southbank","u","Ray",3006,4,3,1,0,172,1995,-37.8267,144.9687,990000
"858","Southbank","u","Greg",3006,3,2,1,0,114,1995,-37.8267,144.9687,868000
"859","Southbank","u","Marshall",3006,2,2,1,0,110,2000,-37.8273,144.9556,650000
"860","Southbank","u","VICPROP",3006,3,1,1,0,106,1993,-37.8235,144.9655,720000
"861","Southbank","u","Greg",3006,3,2,1,0,105,1994,-37.828,144.9683,740000
"862","Southbank","u","Ray",3006,2,2,1,0,100,2000,-37.8227,144.9664,592500
"863","Southbank","u","Greg",3006,2,2,1,0,99,1995,-37.828,144.9683,6e+05
"864","Southbank","u","Dingle",3006,2,2,1,0,93,1994,-37.822,144.9637,540000
"865","Southbank","u","Greg",3006,2,1,1,0,84,2003,-37.8246,144.9632,530000
"866","Southbank","u","hockingstuart",3006,2,1,1,3634,80,1993,-37.8281,144.96627,6e+05
"867","Southbank","u","MICM",3006,2,1,1,0,79,1995,-37.8273,144.9685,580000
"868","Southbank","u","Greg",3006,2,1,1,8888,77,1994,-37.82481,144.96669,642500
"869","Southbank","u","RT",3006,2,1,1,0,77,2000,-37.8288,144.9679,660000
"870","Southbank","u","RT",3006,2,1,1,0,75,1998,-37.8288,144.9679,595000
"871","Southbank","u","Marshall",3006,2,2,2,0,73,2014,-37.8229,144.9612,8e+05
"872","Southbank","u","Greg",3006,1,1,0,760,70,2007,-37.8228,144.9661,455000
"873","Southbank","u","William",3006,2,1,1,0,70,1994,-37.8248,144.9667,580000
"874","Southbank","u","hockingstuart",3006,2,2,1,2955,67,2013,-37.8299,144.9679,622500
"875","Southbank","u","Greg",3006,1,1,1,0,57,2004,-37.8245,144.9622,425000
"876","Southbank","u","MICM",3006,1,1,1,63,51,2010,-37.83014,144.96967,422000
"877","Southbank","u","Dingle",3006,1,1,1,546,51,2000,-37.8274,144.9587,370000
"878","Toorak","h","Marshall",3142,4,3,2,691,374,2000,-37.8431,145.021,5500000
"879","Toorak","h","RT",3142,4,3,2,732,367,1980,-37.8349,145.01,4500000
"880","Toorak","h","Kay",3142,3,3,2,564,342,2000,-37.8486,145.0244,6250000
"881","Toorak","h","Marshall",3142,4,4,5,877,332,1923,-37.8447,145.0134,5500000
"882","Toorak","h","Rodney",3142,4,2,2,684,331,1963,-37.8485,145.0169,4e+06
"883","Toorak","h","Melbourne",3142,4,4,2,565,331,2005,-37.8448,145.0123,4200000
"884","Toorak","t","Jellis",3142,3,3,2,0,291,2000,-37.8428,145.0171,2650000
"885","Toorak","h","Jellis",3142,4,2,2,516,286,1925,-37.8398,145.0305,2620000
"886","Toorak","h","Marshall",3142,3,2,4,1317,228,2000,-37.838,145.0054,2840000
"887","Toorak","t","Kay",3142,3,2,2,294,220,2010,-37.8503,145.0292,2700000
